source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score,theme_ids,theme_detail,origin,end_date,popularity_src,region_group
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),한이제 오보에 독주회,2026-10-02 ~ 2026-10-02,만 6세 이상,"서울 강북구 월계로 173 (번동) | 위도:37.6214312, 경도:127.0406246","전석 20,000원","[PROGRAM] Charles Koechlin (1867-1950) 14 Pièces pour Hautbois et Piano, Op. 179 No. 1, Andante con moto, quasi allegretto moderato No. 2, Allegretto, pas vite No. 3, Andante No. 4, Allegro, assez animé, gai, solide No. 5, Très doux, presque adagio Francis Poulenc (1899-1963) Sonata for Oboe and Pia…",https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=37617&menuNo=1200007,"genre=서양음악(클래식);venue=꿈의숲아트센터 (콘서트홀);runtime=1시간 30분;cast=한이제, 김하은;producer=영음예술기획;state=공연예정;showtime=금요일(19：30);seats=584;tel=02-2289-5401;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-10-02,,capital
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"삼청각 수요상설공연, 三淸: 삼청",2026-02-25 ~ 2026-12-30,전체 관람가,"서울 성북구 대사관로 3 | 위도:37.5971435257866, 경도:126.984323541607","전석 80,000원",한국음악(국악) · 삼청각 (일화당) · 러닝타임 1시간 10분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24018594,genre=한국음악(국악);venue=삼청각 (일화당);runtime=1시간 10분;state=공연중;showtime=수요일(18：30);seats=150;tel=02-765-3700;parking:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;기타(비공연장):1.0,,,concert,concert,kopis,2026-12-30,,capital
KOPIS 공연예술통합전산망 | 복합,복합,라움 마티네 콘서트,2026-01-27 ~ 2026-12-24,만 7세 이상,"서울 강남구 언주로 564 (역삼동) 라움아트센터 | 위도:37.5081914, 경도:127.03957009999999","연간회원권 1,000,000원",복합 · 소셜베뉴 라움 (체임버홀) · 러닝타임 1시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=25018218,"genre=복합;venue=소셜베뉴 라움 (체임버홀);runtime=1시간;producer=라움아트센터(소셜베뉴 라움);state=공연중;showtime=화요일(11：30), 목요일(11：30);seats=1562;tel=02-538-3366;parking:1.0;restaurant:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,mixed:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-12-24,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"아티스트 시리즈 3, Brahms in Autumn: 김재영 & 유성호",2026-09-21 ~ 2026-09-21,전체 관람가,"서울 종로구 동숭길 3 (동숭동) | 위도:37.5805023, 경도:127.0032562","전석 50,000원","[PROGRAM] 2026 아티스트 시리즈 3 Johannes Brahms (1833-1897) Sonata for Violin and Piano No.1 in G major, Op.78 1. Vivace ma non troppo 2. Adagio 3. Allegro molto moderato Sonata for Violin and Piano No.2 in A major, Op.100 1. Allegro amabile 2. Andante traquillo - Vivace 3. Allegretto grazioso (quasi Anda…",https://booking.naver.com/booking/5/bizes/1557360,"genre=서양음악(클래식);venue=예술가의 집 (예술가의 집);runtime=1시간 20분;cast=김재영, 유성호;producer=더하우스콘서트;state=공연예정;showtime=월요일(20：00);seats=110;tel=02-760-4715;cafe:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-09-21,,capital
KOPIS 공연예술통합전산망 | 연극,연극,스미레 미용실,2026-09-12 ~ 2026-10-03,만 12세 이상,"서울 종로구 세종대로 175 (세종로) | 위도:37.5725254, 경도:126.97564290000003","R석 80,000원, S석 60,000원, A석 40,000원",연극 · 세종문화회관 (세종M씨어터) · 러닝타임 3시간,http://www.ticketlink.co.kr/product/60491,"genre=연극;venue=세종문화회관 (세종M씨어터);runtime=3시간;producer=(재)세종문화회관;state=공연예정;showtime=화요일 ~ 금요일(19：30), 토요일 ~ 일요일(15：00);seats=5372;tel=02-399-1000;parking:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-10-03,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"세종시즌, 정명훈 x KBS교향악단 x 김선욱: 베토벤 + 브람스",2026-10-04 ~ 2026-10-04,만 6세 이상,"서울 종로구 세종대로 175 (세종로) | 위도:37.5725254, 경도:126.97564290000003","VIP석 120,000원, R석 100,000원, S석 80,000원, A석 60,000원, B석 50,000원",서양음악(클래식) · 세종문화회관 (세종대극장) · 러닝타임 1시간 40분,http://www.ticketlink.co.kr/product/60495,"genre=서양음악(클래식);venue=세종문화회관 (세종대극장);runtime=1시간 40분;cast=정명훈, 김선욱 등;producer=(재)세종문화회관;state=공연예정;showtime=일요일(17：00);seats=5372;tel=02-399-1000;parking:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-10-04,,capital
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"세종시즌, Gut: Whispering Steps, 무감서기",2026-09-10 ~ 2026-09-13,만 6세 이상,"서울 종로구 세종대로 175 (세종로) | 위도:37.5725254, 경도:126.97564290000003","VIP석 100,000원, R석 80,000원, S석 60,000원, A석 40,000원",한국음악(국악) · 세종문화회관 (세종대극장) · 러닝타임 1시간 30분,http://www.ticketlink.co.kr/product/60502,"genre=한국음악(국악);venue=세종문화회관 (세종대극장);runtime=1시간 30분;state=공연중;showtime=목요일 ~ 금요일(19：30), 토요일 ~ 일요일(15：00);seats=5372;tel=02-399-1000;parking:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 연극,연극,어쩌다 보니 [대학로],2026-01-13 ~ 2026-09-30,만 13세 이상,"서울 종로구 창경궁로34길 24-6 (명륜2가) | 위도:37.583975, 경도:127.000833","전석 50,000원",연극 · 샤봉디씨어터 (샤봉디씨어터) · 러닝타임 1시간 40분,http://www.ticketlink.co.kr/product/64435,"genre=연극;venue=샤봉디씨어터 (샤봉디씨어터);runtime=1시간 40분;cast=김태연, 백승재, 이승복, 강지은, 김세빈, 임은조, 임재성 등;producer=극단 아루또, 극단 아루또;state=공연중;showtime=화요일 ~ 금요일(18：00), 토요일 ~ 일요일(16：10), HOL(16：10);openrun:1.0;daehakro:1.0;seats=95;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,,concert,concert,kopis,2026-09-30,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),롯콘 마티네: 대니 구의 플레이리스트,2026-03-05 ~ 2026-11-05,만 7세 이상,"서울 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단 | 위도:37.5130605, 경도:127.10349500000007","R석 45,000원, S석 30,000원, 마티네석 10,000원, 시야방해R 31,500원, 시야방해S 21,000원",서양음악(클래식) · 롯데콘서트홀 (롯데콘서트홀) · 러닝타임 1시간 20분,http://www.ticketlink.co.kr/product/60412,"genre=서양음악(클래식);venue=롯데콘서트홀 (롯데콘서트홀);runtime=1시간 20분;cast=구교현, 문재원, 윤현상, 김다미, 김지윤 등;producer=롯데문화재단;state=공연중;showtime=목요일(11：30);seats=2036;tel=00-1544-7744;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-11-05,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),오르간 오딧세이,2026-02-25 ~ 2026-12-16,만 5세 이상,"서울 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단 | 위도:37.5130605, 경도:127.10349500000007","전석 25,000원, 시야방해석 17,500원",서양음악(클래식) · 롯데콘서트홀 (롯데콘서트홀) · 러닝타임 1시간 10분,http://www.ticketlink.co.kr/product/60117,"genre=서양음악(클래식);venue=롯데콘서트홀 (롯데콘서트홀);runtime=1시간 10분;cast=안갑성, 최규미 등;producer=롯데문화재단;state=공연중;showtime=수요일(11：30);seats=2036;tel=00-1544-7744;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-12-16,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),제447회 인천시립교향악단 정기연주회: 인천시향의 버르토크,2026-10-02 ~ 2026-10-02,만 7세 이상,"인천 연수구 아트센터대로 222 (송도동) | 위도:37.39348409999999, 경도:126.63095859999999","전석 10,000원",서양음악(클래식) · 아트센터 인천 (콘서트홀) · 러닝타임 1시간 20분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=25018054,"genre=서양음악(클래식);venue=아트센터 인천 (콘서트홀);runtime=1시간 20분;cast=정한결, 이유빈 등;producer=(주)엔엔터테인먼트;state=공연예정;showtime=금요일(19：30);seats=3796;tel=032-453-7700;parking:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-10-02,,capital
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),토요명품,2026-01-03 ~ 2026-12-26,,"서울 서초구 남부순환로 2364 (서초동) 국립국악원 | 위도:37.4786094, 경도:127.01130690000002","A석 30,000원, B석 20,000원",한국음악(국악) · 국립국악원 (우면당) · 러닝타임 1시간 20분,https://www.gugak.go.kr/site/program/performance/month?menuid=001001001001&year=2026&month=1,genre=한국음악(국악);venue=국립국악원 (우면당);runtime=1시간 20분;state=공연중;showtime=토요일(15：00);seats=2449;tel=02-580-3300;parking:1.0;cafe:1.0;restaurant:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-12-26,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"제267회 국립심포니오케스트라 정기연주회: 슈만, 교향곡 2번",2026-09-13 ~ 2026-09-13,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","R석 80,000원, S석 50,000원, A석 30,000원, B석 10,000원",서양음악(클래식) · 예술의전당 [서울] (콘서트홀) · 러닝타임 2시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=25017044,"genre=서양음악(클래식);venue=예술의전당 [서울] (콘서트홀);runtime=2시간;cast=로베르토 아바도, 마르크 앙드레 아믈랭 등;producer=(재)코리안심포니오케스트라(국립심포니오케스트라);state=공연예정;showtime=일요일(17：00);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"국립심포니오케스트라, 실내악 시리즈 Ⅱ: 베버 서거 200주기 기념",2026-09-18 ~ 2026-09-18,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","R석 40,000원, S석 20,000원, A석 10,000원",서양음악(클래식) · 예술의전당 [서울] (IBK챔버홀) · 러닝타임 1시간 40분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=25017427,"genre=서양음악(클래식);venue=예술의전당 [서울] (IBK챔버홀);runtime=1시간 40분;cast=차민정, 김정, 김아현, 여수은, 윤지현, 이경진, 최정우 등;producer=(재)코리안심포니오케스트라(국립심포니오케스트라);state=공연예정;showtime=금요일(19：30);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-09-18,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"부천시립예술단 1234 콘서트 Ⅱ, 부천시립합창단: 악기와 합창음악",2026-09-17 ~ 2026-09-17,만 3세 이상,"경기 부천시 소향로 165(중동) | 위도:37.5021641, 경도:126.7663981","전석 10,000원",서양음악(클래식) · 부천아트센터 (콘서트홀) · 러닝타임 1시간 40분,http://www.ticketlink.co.kr/product/60004,"genre=서양음악(클래식);venue=부천아트센터 (콘서트홀);runtime=1시간 40분;cast=김명이, 한창희, 이일우, 이충우, 김효영 등;producer=부천시청(부천시립예술단);state=공연예정;showtime=목요일(12：34);seats=1749;tel=00-1533-0202;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-09-17,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),제339회 부천필하모닉오케스트라 정기연주회: The Beginning,2026-09-11 ~ 2026-09-11,만 7세 이상,"경기 부천시 소향로 165(중동) | 위도:37.5021641, 경도:126.7663981","R석 30,000원, S석 20,000원, A석 10,000원",서양음악(클래식) · 부천아트센터 (콘서트홀) · 러닝타임 1시간 40분,http://www.ticketlink.co.kr/product/60003,"genre=서양음악(클래식);venue=부천아트센터 (콘서트홀);runtime=1시간 40분;cast=아드리앙 페뤼숑, 박혜지 등;producer=부천시청(부천시립예술단);state=공연중;showtime=금요일(19：30);seats=1749;tel=00-1533-0202;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-09-11,,capital
KOPIS 공연예술통합전산망 | 연극,연극,보물찾기 [대학로],2025-11-07 ~ 2026-09-27,만 7세 이상,"서울 종로구 대학로12길 22 (동숭동) | 위도:37.5825141, 경도:127.00306330000001","전석 50,000원",연극 · 아트포레스트 아트홀 (2관) · 러닝타임 1시간 40분,http://www.ticketlink.co.kr/product/60138,"genre=연극;venue=아트포레스트 아트홀 (2관);runtime=1시간 40분;cast=김루이, 이준혁, 강이성, 서태인, 엄선영, 신현규, 박한솔 등;producer=(주)DPS컴퍼니(DPS Company), (주)DPS컴퍼니(DPS Company);state=공연중;showtime=월요일 ~ 화요일(16：00), 목요일 ~ 금요일(16：00), 토요일(11：30,14：00,16：30), 일요일(11：30,14：00);openrun:1.0;daehakro:1.0;seats=367;tel=02-3672-0900;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,,concert,concert,kopis,2026-09-27,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"아름다운 목요일 스페이스, 노부스 콰르텟 String Quartet",2026-10-01 ~ 2026-10-01,만 7세 이상,"서울 서대문구 연세로 50 (신촌동) 연세대학교 백양누리 B1 금호아트홀 연세 | 위도:37.564089, 경도:126.93898089999993","전석 60,000원",서양음악(클래식) · 금호아트홀 연세 (금호아트홀 연세) · 러닝타임 1시간 40분,http://www.ticketlink.co.kr/product/60086,"genre=서양음악(클래식);venue=금호아트홀 연세 (금호아트홀 연세);runtime=1시간 40분;cast=김재영, 김영욱, 김규현, 이원해;producer=금호문화재단;state=공연예정;showtime=목요일(19：30);seats=390;tel=02-6303-1977;parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-10-01,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),아름다운 목요일 위대한 작곡가: 루트비히 판 베토벤 X 김태형 Piano Ⅱ,2026-09-17 ~ 2026-09-17,만 7세 이상,"서울 서대문구 연세로 50 (신촌동) 연세대학교 백양누리 B1 금호아트홀 연세 | 위도:37.564089, 경도:126.93898089999993","전석 50,000원",서양음악(클래식) · 금호아트홀 연세 (금호아트홀 연세) · 러닝타임 1시간 40분,https://www.ticketlink.co.kr/product/60100,genre=서양음악(클래식);venue=금호아트홀 연세 (금호아트홀 연세);runtime=1시간 40분;cast=김태형;state=공연예정;showtime=목요일(19：30);seats=390;tel=02-6303-1977;parking:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-17,,capital
KOPIS 공연예술통합전산망 | 연극,연극,남주를 부탁해,2025-11-15 ~ 2026-11-08,만 8세 이상,"서울 종로구 동숭길 145 (동숭동) | 위도:37.5831766, 경도:127.0022799","전석 50,000원",연극 · 스케치홀 (구.소극장 선물 1관) (스케치홀 (구.소극장 선물 1관) ) · 러닝타임 1시간 30분,https://booking.naver.com/booking/12/bizes/1528013,"genre=연극;venue=스케치홀 (구.소극장 선물 1관) (스케치홀 (구.소극장 선물 1관) );runtime=1시간 30분;cast=박수정, 안종선, 김상우 등;state=공연중;showtime=일요일(16：00,17：30), HOL(17：00,20：00), 토요일(17：45,19：00);openrun:1.0;daehakro:1.0;seats=211;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,,concert,concert,kopis,2026-11-08,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),서울시향 최수열의 스크랴빈 교향곡 4번,2026-09-11 ~ 2026-09-11,만 7세 이상,"서울 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단 | 위도:37.5130605, 경도:127.10349500000007","R석 100,000원, S석 80,000원, A석 50,000원, B석 30,000원, C석 10,000원","[PROGRAM] 모차르트, 피아노 협주곡 제21번 Mozart, Piano Concerto No. 21 in C Major, K. 467 이하느리, 신작 *세계 초연, 서울시향 위촉 Lee Hanurij, new work *world premiere, commissioned by SPO 스크랴빈, 교향곡 제4번 ‘법열의 시’ Scriabin, Symphony No. 4 in C Major, Op. 54, ‘Le Poème de l'extase’ * 프로그램 및 연주자가 변경될 수 있습니다. 서울시향의 부지휘자로 인연을 맺은 이후 …",http://www.ticketlink.co.kr/product/59428,"genre=서양음악(클래식);venue=롯데콘서트홀 (롯데콘서트홀);runtime=1시간 20분;cast=최수열, 크리스티안 베자위덴하우트 등;producer=(재) 서울시립교향악단;state=공연중;showtime=금요일(19：30);seats=2036;tel=00-1544-7744;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-11,,capital
KOPIS 공연예술통합전산망 | 연극,연극,아빠와 딸 [대학로],2025-11-09 ~ 2026-09-30,만 8세 이상,"서울 종로구 대학로12길 49 (동숭동) | 위도:37.5819127, 경도:127.00396899999998","전석 40,000원",연극 · 세우아트센터 (2관) · 러닝타임 1시간 20분,http://www.ticketlink.co.kr/product/59576,"genre=연극;venue=세우아트센터 (2관);runtime=1시간 20분;cast=김덕진, 안승찬, 이은강, 이상준, 최하리, 강정원, 이야리 등;producer=데이문, 데이문;state=공연중;showtime=화요일(19：30), 수요일(15：00,17：00), 목요일(19：30), 일요일(17：00);openrun:1.0;daehakro:1.0;seats=262;tel=070-7542-5089;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,,concert,concert,kopis,2026-09-30,,capital
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,헝키쇼 (HUNKY SHOW),2025-04-25 ~ 2026-10-31,만 19세 이상,"서울 종로구 대학로12길 15(동숭동) | 위도:37.5827347, 경도:127.002845","VIP석 88,000원, R석 77,000원",뮤지컬 · 스타스테이지 (스타스테이지) · 러닝타임 1시간 30분,http://www.ticketlink.co.kr/product/56986,"genre=뮤지컬;venue=스타스테이지 (스타스테이지);runtime=1시간 30분;cast=정철호, 한훈, 박휘범, 강태우, 김영돈, 김상엽, 임성목 등;producer=아라컴퍼니, 아라컴퍼니;state=공연중;showtime=수요일 ~ 금요일(20：00), 토요일(15：00,19：00), 일요일(15：00), HOL(15：00,19：00);daehakro:1.0;seats=204;tel=010-3239-0523;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,,concert,concert,kopis,2026-10-31,,capital
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,더 맨 얼라이브: 초이스,2025-01-15 ~ 2026-10-31,만 19세 이상,"서울 성동구 서울숲2길 32-14 (성수동1가) | 위도:37.5457838, 경도:127.0424798","Special석 110,000원, Alive석 99,000원, Choice석 77,000원",뮤지컬 · 더 서울라이티움 (갤러리아포레) (G층 전용관) · 러닝타임 1시간 15분,http://www.ticketlink.co.kr/product/59446,"genre=뮤지컬;venue=더 서울라이티움 (갤러리아포레) (G층 전용관);runtime=1시간 15분;cast=김종민, 한민성, 남충화, 오진욱, 김종훈, 김준형, 장노아 등;producer=(주)아트피엠;state=공연중;showtime=월요일 ~ 금요일(20：00), 토요일 ~ 일요일(19：30), HOL(19：30);openrun:1.0;seats=800;tel=02-516-2513;parking:1.0;cafe:1.0;restaurant:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-10-31,,capital
KOPIS 공연예술통합전산망 | 연극,연극,영시기 [서울 성수],2025-08-01 ~ 2026-09-23,만 7세 이상,"서울 성동구 성덕정길 135-1 (성수동2가) | 위도:37.5366733, 경도:127.0584054","전석 30,000원",연극 · 성수 소극장(일루미 스튜디오) (성수 소극장(일루미 스튜디오)) · 러닝타임 1시간 20분,http://www.ticketlink.co.kr/product/59321,"genre=연극;venue=성수 소극장(일루미 스튜디오) (성수 소극장(일루미 스튜디오));runtime=1시간 20분;cast=양현성, 이택희, 신영훈;producer=극단 심우, 극단 심우, 일루미 스튜디오;state=공연중;showtime=수요일 ~ 금요일(19：30), 토요일(14：00,16：30,19：00), 일요일(14：00,17：00), HOL(14：00,16：30,19：00);openrun:1.0;seats=90;tel=02-6396-5785;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-23,,capital
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,슬립노모어 서울,2025-07-24 ~ 2026-09-27,만 19세 이상,"서울 중구 퇴계로 212 (필동2가) | 위도:37.5610813, 경도:126.9953564","Guest (1st entry) 200,000원, Guest (2nd entry) 190,000원, Guest (3rd entry) 180,000원, Guest (4th entry) 170,000원, Guest (5th entry) 160,000원, Ruby’s Guest 240,000원, Maximilian’s Circle 360,000원",뮤지컬 · 매키탄 호텔 (공연장) · 러닝타임 3시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=25008376,"genre=뮤지컬;venue=매키탄 호텔 (공연장);runtime=3시간;cast=가브리엘 난키벨, 김도현, 김수정, 김영은, 김태양, 노바 발켄호프, 니콜라스 브루더 등;producer=미쓰잭슨(주);state=공연중;showtime=수요일 ~ 금요일(19：00), 토요일(14：00,19：00), 일요일(15：00);openrun:1.0;seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-27,,capital
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),진연 [서울],2025-06-13 ~ 2026-12-31,전체 관람가,"서울 종로구 인사동5길 10 (인사동) | 위도:37.572865, 경도:126.985653","전석 65,000원",한국음악(국악) · 지지대악 (공연장) · 러닝타임 1시간,http://www.ticketlink.co.kr/product/57112,"genre=한국음악(국악);venue=지지대악 (공연장);runtime=1시간;state=공연중;showtime=월요일 ~ 금요일(11：00,13：00,14：00,15：00,16：00), 토요일 ~ 일요일(11：00,14：00,16：00);seats=20;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-12-31,,capital
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,써니텐 [대학로],2025-01-01 ~ 2026-09-30,만 9세 이상,"서울 종로구 이화장길 26 (이화동) | 위도:37.5767066, 경도:127.00376210000002","전석 66,000원",뮤지컬 · JTN 아트홀(구. 대학로예술마당) (1관) · 러닝타임 1시간 40분,http://www.ticketlink.co.kr/product/55102,"genre=뮤지컬;venue=JTN 아트홀(구. 대학로예술마당) (1관);runtime=1시간 40분;cast=정승환, 이채원, 권도윤, 지인규, 이신주, 정의혁, 천지;producer=더바이블앤컬쳐, 하마컴퍼니;state=공연중;showtime=화요일 ~ 금요일(19：30), 토요일(14：00,16：30), 일요일(14：00);openrun:1.0;daehakro:1.0;seats=854;tel=02-779-1595;cafe:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,,concert,concert,kopis,2026-09-30,,capital
