source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,팥죽 할멈과 호랑이 [김포],2026-10-09 ~ 2026-10-31,전체 관람가,"경기 김포시 양촌읍 석모로 103 (석모리) | 위도:37.651561, 경도:126.6394602","전석 30,000원",뮤지컬 · 김포한강괜찮은홀 (김포한강괜찮은홀) · 러닝타임 50분,https://booking.naver.com/booking/12/bizes/748615,"genre=뮤지컬;venue=김포한강괜찮은홀 (김포한강괜찮은홀);runtime=50분;cast=안근후, 최설아, 오은진;producer=극단 천사의노래;state=공연예정;showtime=토요일(12：00,14：00), HOL(12：00,14：00);child_show:1.0;seats=110;tel=070-8886-2516;parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,정글북 [과천],2026-10-11 ~ 2026-10-11,전체 관람가,"경기 과천시 상하벌로 110 (과천동) | 위도:37.4382454, 경도:127.0059149","1인권 14,900원, 특가석 9,900원",뮤지컬 · 국립과천과학관 (어울림홀) · 러닝타임 50분,https://booking.naver.com/booking/12/bizes/1710522,"genre=뮤지컬;venue=국립과천과학관 (어울림홀);runtime=50분;state=공연예정;showtime=일요일(11：30,14：00);child_show:1.0;seats=495;tel=02-3677-1500;parking:1.0;playroom:1.0;nursing_room:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(기타):1.0,,
KOPIS 공연예술통합전산망 | 연극,연극,카프카의 소송,2026-09-04 ~ 2026-09-13,만 13세 이상,"서울 성북구 성북로 8 (동소문동1가) | 위도:37.5892179, 경도:127.0060408","전석 40,000원",연극 · 서울연극창작센터 (서울씨어터 202 (5F) ) · 러닝타임 1시간 20분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011361,"genre=연극;venue=서울연극창작센터 (서울씨어터 202 (5F) );runtime=1시간 20분;cast=구본혁, 성원, 이지선, 이상일, 김현민, 이승우, 김미령 등;producer=사다리움직임연구소, 사다리움직임연구소;state=공연중;showtime=화요일 ~ 금요일(19：30), 토요일 ~ 일요일(15：00);seats=352;tel=02-758-1607;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,"다산, 물 위의 별 [남양주]",2026-09-12 ~ 2026-09-12,만 7세 이상,"경기 남양주시 다산중앙로 7 (다산동) | 위도:37.6140062, 경도:127.1553452","R석 20,000원, S석 10,000원",뮤지컬 · 다산아트홀 (다산아트홀) · 러닝타임 1시간 40분,http://nyjcf.moonhwain.net/rsvc/rsv_pm.html?b_id=nyjcf&p_idx=721,"genre=뮤지컬;venue=다산아트홀 (다산아트홀);runtime=1시간 40분;cast=김수용, 박란주, 김승환, 김바울, 김성수, 정택수, 이상원 등;producer=(재) 남양주문화재단, (주)윰컴퍼니;state=공연예정;showtime=토요일(14：00,19：00);seats=496;tel=031-590-4358;parking:1.0;cafe:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 대중음악,대중음악,AKMU CONCERT: 소문의 낙원 (Paradise of Rumors),2026-10-09 ~ 2026-10-11,전체 관람가,"서울 송파구 올림픽로 424 올림픽공원 (방이동) | 위도:37.52112, 경도:127.12836360000006","VIP석 176,000원, R석 165,000원, 스탠딩석(만 12세 이상) 176,000원",대중음악 · 올림픽공원 (KSPO DOME(체조경기장)) · 러닝타임 2시간 30분,https://ticket.yes24.com/Perf/59418,"genre=대중음악;venue=올림픽공원 (KSPO DOME(체조경기장));runtime=2시간 30분;cast=이찬혁, 이수현;producer=(주)영감의샘터;state=공연예정;showtime=금요일(18：00), 토요일(17：00), 일요일(16：00);seats=41376;tel=02-410-1114;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;boxoffice_rank:34;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,32.7
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),살로메 [창원],2026-09-12 ~ 2026-09-12,만 13세 이상,"경남 창원시 마산회원구 삼호로 135 (양덕동) | 위도:35.2258781, 경도:128.57720210000002","R석 40,000원, S석 30,000원",한국음악(국악) · 3.15아트센터 (대극장) · 러닝타임 1시간 50분,https://booking.naver.com/booking/12/bizes/1708839,"genre=한국음악(국악);venue=3.15아트센터 (대극장);runtime=1시간 50분;cast=최예림, 정은혜, 유태평양, 서의철, 정승준, 권태하, 김도완 등;producer=(재)창원문화재단;state=공연예정;showtime=토요일(17：00);seats=1747;tel=055-719-7800;parking:1.0;cafe:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 대중음악,대중음악,적재 LIVE SESSION: in s c ap e,2026-09-11 ~ 2026-09-20,만 8세 이상,"서울 영등포구 경인로74길 6 (문래동1가) | 위도:37.510843, 경도:126.893075","전석 110,000원",대중음악 · 얼터(alter) (얼터(alter)) · 러닝타임 2시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011367,"genre=대중음악;venue=얼터(alter) (얼터(alter));runtime=2시간;cast=정재원;producer=어비스컴퍼니;state=공연중;showtime=금요일(20：00), 토요일 ~ 일요일(17：00);seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;기타(비공연장):1.0,,
KOPIS 공연예술통합전산망 | 대중음악,대중음악,김윤아 단독 콘서트: Coffee and Cigarette,2026-09-05 ~ 2026-09-13,만 8세 이상,"서울 강북구 도봉로76가길 55 (미아동) | 위도:37.5916714, 경도:127.0212424","전석 143,000원",대중음악 · 성신여자대학교 운정그린캠퍼스 (대강당) · 러닝타임 2시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011195,"genre=대중음악;venue=성신여자대학교 운정그린캠퍼스 (대강당);runtime=2시간;cast=김윤아;producer=놀유니버스;state=공연중;showtime=토요일(18：00), 일요일(17：00);seats=1088;tel=02-920-7870;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 복합,복합,어서와! 클래식은 처음이지? 비발디 사계: 그림자극 [하남],2026-09-19 ~ 2026-09-19,만 7세 이상,"경기 하남시 신평로 125 (덕풍동) | 위도:37.544736, 경도:127.20683669999994","R석 20,000원, S석 10,000원",복합 · 하남문화예술회관 (검단홀(대극장)) · 러닝타임 1시간 10분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011259,"genre=복합;venue=하남문화예술회관 (검단홀(대극장));runtime=1시간 10분;cast=정용한, 닐루파르 무히디노바, 심정은 등;producer=(재)하남문화재단;state=공연예정;showtime=토요일(17：00);seats=1291;tel=031-790-7979;parking:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,mixed:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 연극,연극,딜레마 [하남],2026-09-12 ~ 2026-09-12,만 10세 이상,"경기 하남시 신평로 125 (덕풍동) | 위도:37.544736, 경도:127.20683669999994","전석 10,000원",연극 · 하남문화예술회관 (아랑홀(소극장)) · 러닝타임 1시간 30분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011254,"genre=연극;venue=하남문화예술회관 (아랑홀(소극장));runtime=1시간 30분;cast=박종원, 강원석, 최평선, 궁남경, 홍소리;producer=(재)하남문화재단;state=공연예정;showtime=토요일(17：00);seats=1291;tel=031-790-7979;parking:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),무비 심포니: The Space,2026-10-01 ~ 2026-10-01,만 9세 이상,"서울 종로구 세종대로 175 (세종로) | 위도:37.5725254, 경도:126.97564290000003","VIP석 90,000원, R석 70,000원, S석 60,000원, A석 40,000원",서양음악(클래식) · 세종문화회관 (세종대극장) · 러닝타임 2시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=P0004791,"genre=서양음악(클래식);venue=세종문화회관 (세종대극장);runtime=2시간;cast=최영선, 강성주 등;producer=(사)밀레니엄심포니오케스트라;state=공연예정;showtime=목요일(19：30);seats=5372;tel=02-399-1000;parking:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,피터팬 [파주],2026-10-04 ~ 2026-10-04,전체 관람가,"경기 파주시 와석순환로 415 (와동동) | 위도:37.724262, 경도:126.751094","네이버 1인권 14,900원, 네이버 특가 9,900원",뮤지컬 · 파주운정행복센터 (공연장) · 러닝타임 50분,https://booking.naver.com/booking/12/bizes/1710506,"genre=뮤지컬;venue=파주운정행복센터 (공연장);runtime=50분;state=공연예정;showtime=일요일(11：00,13：30,15：30);child_show:1.0;seats=736;tel=031-950-1911;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 서커스/마술,서커스/마술,버블쇼 [서울 서대문],2026-09-20 ~ 2026-09-20,전체 관람가,"서울 서대문구 백련사길 39 (홍은동) | 위도:37.5808378, 경도:126.93175139999994","전석 50,000원, 사전예약 19,900원",서커스/마술 · 서대문문화체육회관 (대극장) · 러닝타임 1시간,http://www.ticketlink.co.kr/product/64763,"genre=서커스/마술;venue=서대문문화체육회관 (대극장);runtime=1시간;producer=극단 국민;state=공연예정;showtime=일요일(12：00,14：00,16：00);child_show:1.0;seats=739;tel=02-360-8686;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,circus:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,피터팬 [남양주],2026-10-10 ~ 2026-10-10,전체 관람가,"경기 남양주시 진접읍 해밀예당1로 96 (금곡리) | 위도:37.7169754, 경도:127.19123460000003","네이버 1인권 14,900원, 네이버 특가 9,900원",뮤지컬 · 남양주 어린이비전센터 (다목적강당) · 러닝타임 50분,https://booking.naver.com/booking/12/bizes/1710510,"genre=뮤지컬;venue=남양주 어린이비전센터 (다목적강당);runtime=50분;state=공연예정;showtime=토요일(11：30,14：00);child_show:1.0;seats=200;tel=031-560-1552;parking:1.0;playroom:1.0;nursing_room:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(기타):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),이정은 피아노 독주회: 베토벤 피아노 소나타 전곡시리즈 Ⅵ. 초월 (超越),2026-09-12 ~ 2026-09-12,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","전석 30,000원","[공연소개] “베토벤, 숭고함으로의 여정... 초월(楚越)” 피아니스트 이정은, 여섯 번째 독주회 개최 “작은 소품 속에도, 거대한 대작 속에도 베토벤은 늘 진심을 다했다. 특히 ‘함버클라비어’는 인간의 한계를 넘어선 초월의 기록이라 생각한다. 이번 무대에서는 베토벤의 초월적인 에너지를 있는 그대로 보여드리고 싶다.” 피아니스트 이정은이 오는 9월 12일(일) 오후8시, 예술의전당 리사이틀홀에서 의 여섯 번째 독주회를 열며 이와 같은 소회를 밝혔다. 2023년 예술의전당 리사이틀홀에서의 첫 시리즈를 시작으로 베토벤 피아노 소나타 전…",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011305,genre=서양음악(클래식);venue=예술의전당 [서울] (리사이틀홀);runtime=1시간 30분;cast=이정은;producer=아투즈컴퍼니;state=공연예정;showtime=토요일(20：00);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"금호 위너스, 정승호 Piano",2026-10-08 ~ 2026-10-08,만 7세 이상,"서울 서대문구 연세로 50 (신촌동) 연세대학교 백양누리 B1 금호아트홀 연세 | 위도:37.564089, 경도:126.93898089999993","전석 20,000원",서양음악(클래식) · 금호아트홀 연세 (금호아트홀 연세) · 러닝타임 1시간 30분,https://www.kumhoarthall.com:448/designer/skin/01/detail.html?p_idx=25875,genre=서양음악(클래식);venue=금호아트홀 연세 (금호아트홀 연세);runtime=1시간 30분;cast=정승호;producer=금호문화재단;state=공연예정;showtime=목요일(19：30);seats=390;tel=02-6303-1977;parking:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"아트컴퍼니 그루: 소리의 결, 울림 [대구]",2026-09-11 ~ 2026-09-11,만 7세 이상,"대구 동구 효동로2길 24 (효목동) | 위도:35.8797836, 경도:128.65196030000004",전석무료,한국음악(국악) · 아양아트센터 (아양홀) · 러닝타임 1시간 30분,http://www.ticketlink.co.kr/product/64692,"genre=한국음악(국악);venue=아양아트센터 (아양홀);runtime=1시간 30분;cast=양성필, 양승국, 정혜진, 구민지, 이주은, 김보혜, 전은총 등;producer=(재) 대구광역시 동구문화재단(아양아트센터);state=공연중;showtime=금요일(19：30);seats=1700;tel=053-951-3300;parking:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),제13회 비루투오조 트롬본 앙상블 정기 연주회,2026-09-19 ~ 2026-09-19,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","전석 30,000원",[PROGRAM] Chaconne from Partita No.2 in D minor Johann Sebastian Bach Tenor Tromboneㅣ차태현 김솔 경홍수 Bass Tromboneㅣ전태일 Bass Trombone Concerto John Williams Bass Tromboneㅣ전창영 Pictures at an Exhibition Modest Mussorgsky Promenade I Gnomus Promenade II The Old Castle Promenade III Tuileries Gardens Bydlo Pr…,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011306,"genre=서양음악(클래식);venue=예술의전당 [서울] (IBK챔버홀);runtime=1시간 30분;cast=서영진, 김솔, 경홍수, 차태현, 홍승준, 최유덕, 소은빈 등;producer=케이클래식스테이지(K-CLASSIC STAGE);state=공연예정;showtime=토요일(20：00);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,
KOPIS 공연예술통합전산망 | 대중음악,대중음악,PLAVE World Tour: KEEP IT MANIC [일본 가나가와],2026-09-26 ~ 2026-09-27,36개월 이상,-,"전석 169,600원",대중음악 · 일본 요코하마 피아 아레나 MM (일본 요코하마 피아 아레나 MM),http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011288,"genre=대중음악;venue=일본 요코하마 피아 아레나 MM (일본 요코하마 피아 아레나 MM);producer=놀유니버스;state=공연예정;showtime=토요일(18：00), 일요일(16：00);seats=12412;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;기타(해외등):1.0,,
KOPIS 공연예술통합전산망 | 연극,연극,우리 신화 이야기: 이야기 장수와 도깨비 [대학로],2026-09-10 ~ 2026-09-13,36개월 이상,"서울 종로구 성균관로 91 - 0 국민생활관 | 위도:37.59043399999999, 경도:126.99877470000001","전석 30,000원",연극 · 종로아이들극장 (종로아이들극장) · 러닝타임 50분,https://nanumticket.or.kr/pe/detail.html?p_marking=&p_new=&start2=0&page_no2=1&p_idx=13938,"genre=연극;venue=종로아이들극장 (종로아이들극장);runtime=50분;cast=장항석, 이민재, 노영준, 한선영, 윤민주;producer=창작집단 탈무드, 화이트캣시어터컴퍼니;state=공연중;showtime=목요일(11：00), 금요일(11：00,19：30), 토요일(11：00,14：00), 일요일(14：00);child_show:1.0;seats=281;tel=02-2088-4290;parking:1.0;nursing_room:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(기타):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,넘버블록스 [서울 (앵콜) ],2026-09-19 ~ 2026-09-20,24개월 이상,"서울 서초구 효령로72길 60 (서초동) | 위도:37.4856845, 경도:127.02802250000002","R석 70,000원, S석 60,000원",뮤지컬 · 한전아트센터 (한전아트센터) · 러닝타임 1시간 10분,http://www.ticketlink.co.kr/product/64767,"genre=뮤지컬;venue=한전아트센터 (한전아트센터);runtime=1시간 10분;producer=(유)브러쉬씨어터, (유)브러쉬씨어터;state=공연예정;showtime=토요일 ~ 일요일(11：00,14：00,16：30);child_show:1.0;seats=999;tel=02-2105-8133;parking:1.0;cafe:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(기타):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"한국 가곡의 밤: 우리 가곡, 마음의 노래",2026-09-16 ~ 2026-09-16,만 7세 이상,"서울 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단 | 위도:37.5130605, 경도:127.10349500000007","R석 170,000원, S석 100,000원, A석 70,000원, B석 50,000원, C석 30,000원, 시야방해A 35,000원, 시야방해B 25,000원, 시야방해C 15,000원",서양음악(클래식) · 롯데콘서트홀 (롯데콘서트홀) · 러닝타임 1시간 40분,http://www.ticketlink.co.kr/product/64982,"genre=서양음악(클래식);venue=롯데콘서트홀 (롯데콘서트홀);runtime=1시간 40분;cast=홍지원, 권형신, 양진모, 윤정수, 박유리, 손혜수, 우지연 등;producer=(사)뉴서울오페라단;state=공연예정;showtime=수요일(19：30);seats=2036;tel=00-1544-7744;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"피아니스트 정민경의 작곡가 시리즈 Ⅱ, Beethoven",2026-09-16 ~ 2026-09-16,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","전석 30,000원",서양음악(클래식) · 예술의전당 [서울] (인춘아트홀) · 러닝타임 1시간 30분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011389,genre=서양음악(클래식);venue=예술의전당 [서울] (인춘아트홀);runtime=1시간 30분;cast=정민경;producer=예인예술기획;state=공연예정;showtime=수요일(19：30);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,
KOPIS 공연예술통합전산망 | 대중음악,대중음악,RT 50: My New Band Believe in Seoul,2026-09-28 ~ 2026-09-28,만 12세 이상,"서울 마포구 월드컵북로12안길 3 (성산동) | 위도:37.5620777, 경도:126.9152742","전석 77,000원",대중음악 · 서보아트스페이스(서보미술문화공간)[서울] (보이드 홀) · 러닝타임 1시간 10분,https://ticket.29cm.co.kr/catalog/4113858,genre=대중음악;venue=서보아트스페이스(서보미술문화공간)[서울] (보이드 홀);runtime=1시간 10분;producer=매니아 서울;state=공연예정;showtime=월요일(20：00);visit_show:1.0;seats=0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;기타(비공연장):1.0,,
KOPIS 공연예술통합전산망 | 서커스/마술,서커스/마술,오리지널 과학마술콘서트 시즌1 [양산],2026-10-10 ~ 2026-10-10,24개월 이상,"경남 양산시 중앙로 39-1 (남부동) | 위도:35.3336224, 경도:129.03692249999995","전석 50,000원",서커스/마술 · 양산문화예술회관 (대공연장) · 러닝타임 1시간 5분,https://booking.naver.com/booking/12/bizes/1704939,"genre=서커스/마술;venue=양산문화예술회관 (대공연장);runtime=1시간 5분;cast=장종우;state=공연예정;showtime=토요일(11：00,14：00,16：30);child_show:1.0;seats=963;tel=055-379-8550;parking:1.0;nursing_room:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,circus:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),정성희의 베토벤 피아노 소나타 전곡 시리즈 Ⅰ,2026-09-13 ~ 2026-09-13,만 7세 이상,"서울 서대문구 연세로 50 (신촌동) 연세대학교 백양누리 B1 금호아트홀 연세 | 위도:37.564089, 경도:126.93898089999993","전석 30,000원","[프로그램] Ludwig.van .Beethoven(1770-1827) * Piano Sonata No.14 in c# minor Op.27 No.2""Moonlight"" 월광 Adagio sostenuto Allegretto Presto agitato * Piano Sonata No.3 in C Major Op.2 No.3 Allegro con brio Adagio Scherzo: Allegro Allegro assai INTERMISSION * Piano Sonata No.7 in D Major Op.10 No.3 Presto L…",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26010678,genre=서양음악(클래식);venue=금호아트홀 연세 (금호아트홀 연세);runtime=1시간 30분;cast=정성희;producer=케이클래식스테이지(K-CLASSIC STAGE);state=공연예정;showtime=일요일(19：30);seats=390;tel=02-6303-1977;parking:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),"유망예술가 발굴 프로젝트: 두 개의 결, 하나의 무대 [대구]",2026-09-18 ~ 2026-09-18,만 7세 이상,"대구 북구 구암로 47 (관음동) | 위도:35.9351297, 경도:128.54623719999995","전석 15,000원",무용(서양/한국무용) · 어울아트센터(구. 대구북구문예회관) (함지홀(대공연장)) · 러닝타임 1시간 20분,http://www.ticketlink.co.kr/product/64717,"genre=무용(서양/한국무용);venue=어울아트센터(구. 대구북구문예회관) (함지홀(대공연장));runtime=1시간 20분;cast=김민수, 이민근, 안지연, 황창대, 이교경, 김민지, 황지희 등;producer=(재)행복북구문화재단(어울아트센터);state=공연예정;showtime=금요일(14：00,19：30);seats=541;tel=053-320-5120;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),피아니스트 최현아의 다이얼로그 시리즈: Bach & Beethoven 1,2026-09-18 ~ 2026-09-18,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","전석 30,000원","[공연소개] 음악의 설계자 바흐와 형식의 개척자 베토벤 피아니스트 최현아의 다이얼로그 Vol.1 근원과 구조 바흐와 베토벤은 서양음악사의 뿌리이자 토대가 되는 작곡가이다. 바흐가 음악의 구조를 설립하였다면 베토벤은 그 구조를 발판으로하여 인간의 감정을 극적으로 담아냈다. 피아니스트 최현아가 새롭게 선보이는 는 바흐와 베토벤이 선택한 ‘근원과 구조’로 첫 번째 이야기가 시작된다. 총 다섯 번에 걸쳐 이어질 바흐와 베토벤의 이야기는 바흐 원곡과 그 편곡, 그리고 베토벤의 작품을 프로그램으로 엮어 음악의 근원을 향해 나아간다. 관객은 하…",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011308,genre=서양음악(클래식);venue=예술의전당 [서울] (리사이틀홀);runtime=1시간 30분;cast=최현아;producer=아투즈컴퍼니;state=공연예정;showtime=금요일(19：30);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,엠. 버터플라이,2026-09-22 ~ 2026-12-13,만 16세 이상,"서울 종로구 대학로12길 21 (동숭동) | 위도:37.5827158, 경도:127.00324840000007","R석 75,000원, S석 55,000원, A석 40,000원",뮤지컬 · 예스24 스테이지(구. DCF대명문화공장) (1관) · 러닝타임 1시간 50분,https://booking.naver.com/booking/12/bizes/1712222,"genre=뮤지컬;venue=예스24 스테이지(구. DCF대명문화공장) (1관);runtime=1시간 50분;cast=주민진, 안재영, 유현석, 김바다, 유태율, 홍기범, 장재웅 등;producer=(주)연극열전, (주)연극열전;state=공연예정;showtime=화요일(20：00), 수요일(16：00,20：00), 목요일 ~ 금요일(20：00), 토요일(15：00,19：00), 일요일(14：00,18：00), HOL(14：00,18：00);daehakro:1.0;seats=962;tel=02-742-9637;parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,
